Order_505	accession	percentage_actg	PubmedID	Country	CountryCleaned	VirusType	SamplingDate	CountryCode	Continent	Country_regions	M49_code	Host	Host2	GenomeLength	SamplingDate_formatted	SamplingYear	Country_formatted	fasta_id	In_dataset437	Order_437	rhierbaps_level1_505	rhierbaps_level2_505	rhierbaps_level1_437	rhierbaps_level2_437	accession	NAMING_PROPOSAL
319	KY241675	99.99	28527892	Singapore	Singapore	Asian	06/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10735	2016-09-06	2016	Singapore	KY241675_Singapore_2016-09-06	yes	144	5	11	5	11	KY241675	ZB.1.2
320	KY241676	99.99	28527892	Singapore	Singapore	Asian	06/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10740	2016-09-06	2016	Singapore	KY241676_Singapore_2016-09-06	yes	145	5	11	5	11	KY241676	ZB.1.2
321	KY241677	99.99	28527892	Singapore	Singapore	Asian	07/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10739	2016-09-07	2016	Singapore	KY241677_Singapore_2016-09-07	no		5	11			KY241677	ZB.1.2
322	KY241678	99.99	28527892	Singapore	Singapore	Asian	07/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10721	2016-09-07	2016	Singapore	KY241678_Singapore_2016-09-07	yes	146	5	11	5	11	KY241678	ZB.1.2
323	KY241679	99.99	28527892	Singapore	Singapore	Asian	07/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10755	2016-09-07	2016	Singapore	KY241679_Singapore_2016-09-07	yes	147	5	11	5	11	KY241679	ZB.1.2
324	KY241680	99.99	28527892	Singapore	Singapore	Asian	07/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10728	2016-09-07	2016	Singapore	KY241680_Singapore_2016-09-07	yes	148	5	11	5	11	KY241680	ZB.1.2
325	KY241681	99.99	28527892	Singapore	Singapore	Asian	08/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10742	2016-09-08	2016	Singapore	KY241681_Singapore_2016-09-08	no		5	11			KY241681	ZB.1.2
326	KY241682	99.99	28527892	Singapore	Singapore	Asian	08/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10755	2016-09-08	2016	Singapore	KY241682_Singapore_2016-09-08	yes	149	5	11	5	11	KY241682	ZB.1.2
327	KY241683	99.99	28527892	Singapore	Singapore	Asian	08/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10596	2016-09-08	2016	Singapore	KY241683_Singapore_2016-09-08	yes	150	5	11	5	11	KY241683	ZB.1.2
328	KY241684	99.99	28527892	Singapore	Singapore	Asian	08/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10739	2016-09-08	2016	Singapore	KY241684_Singapore_2016-09-08	no		5	11			KY241684	ZB.1.2
329	KY241685	99.99	28527892	Singapore	Singapore	Asian	12/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10684	2016-09-12	2016	Singapore	KY241685_Singapore_2016-09-12	no		5	11			KY241685	ZB.1.2
330	KY241686	99.99	28527892	Singapore	Singapore	Asian	12/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-09-12	2016	Singapore	KY241686_Singapore_2016-09-12	yes	151	5	11	5	11	KY241686	ZB.1.2
331	KY241687	99.99	28527892	Singapore	Singapore	Asian	13/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10751	2016-09-13	2016	Singapore	KY241687_Singapore_2016-09-13	yes	152	5	11	5	11	KY241687	ZB.1.2
332	KY241689	99.99	28527892	Singapore	Singapore	Asian	13/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10738	2016-09-13	2016	Singapore	KY241689_Singapore_2016-09-13	yes	154	5	11	5	11	KY241689	ZB.1.2
333	KY241690	99.99	28527892	Singapore	Singapore	Asian	13/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10756	2016-09-13	2016	Singapore	KY241690_Singapore_2016-09-13	yes	155	5	11	5	11	KY241690	ZB.1.2
334	KY241692	99.99	28527892	Singapore	Singapore	Asian	14/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10716	2016-09-14	2016	Singapore	KY241692_Singapore_2016-09-14	yes	157	5	11	5	11	KY241692	ZB.1.2
335	KY241693	99.99	28527892	Singapore	Singapore	Asian	15/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-09-15	2016	Singapore	KY241693_Singapore_2016-09-15	yes	158	5	11	5	11	KY241693	ZB.1.2
336	KY241694	99.99	28527892	Singapore	Singapore	Asian	19/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10755	2016-09-19	2016	Singapore	KY241694_Singapore_2016-09-19	yes	159	5	11	5	11	KY241694	ZB.1.2
337	KY241695	99.99	28527892	Singapore	Singapore	Asian	20/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-09-20	2016	Singapore	KY241695_Singapore_2016-09-20	yes	160	5	11	5	11	KY241695	ZB.1.2
338	KY241696	99.99	28527892	Singapore	Singapore	Asian	30/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10769	2016-08-30	2016	Singapore	KY241696_Singapore_2016-08-30	yes	161	5	11	5	11	KY241696	ZB.1.2
339	KY241699	99.99	28527892	Singapore	Singapore	Asian	30/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-30	2016	Singapore	KY241699_Singapore_2016-08-30	yes	164	5	11	5	11	KY241699	ZB.1.2
340	KY241701	99.99	28527892	Singapore	Singapore	Asian	27/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10763	2016-08-27	2016	Singapore	KY241701_Singapore_2016-08-27	no		5	11			KY241701	ZB.1.2
341	KY241702	99.99	28527892	Singapore	Singapore	Asian	27/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-27	2016	Singapore	KY241702_Singapore_2016-08-27	no		5	11			KY241702	ZB.1.2
342	KY241703	99.99	28527892	Singapore	Singapore	Asian	29/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10762	2016-08-29	2016	Singapore	KY241703_Singapore_2016-08-29	no		5	11			KY241703	ZB.1.2
343	KY241705	99.99	28527892	Singapore	Singapore	Asian	30/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-30	2016	Singapore	KY241705_Singapore_2016-08-30	no		5	11			KY241705	ZB.1.2
344	KY241706	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-28	2016	Singapore	KY241706_Singapore_2016-08-28	yes	166	5	11	5	11	KY241706	ZB.1.2
345	KY241707	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10744	2016-08-28	2016	Singapore	KY241707_Singapore_2016-08-28	yes	167	5	11	5	11	KY241707	ZB.1.2
346	KY241708	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10755	2016-08-28	2016	Singapore	KY241708_Singapore_2016-08-28	no		5	11			KY241708	ZB.1.2
347	KY241709	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10755	2016-08-28	2016	Singapore	KY241709_Singapore_2016-08-28	no		5	11			KY241709	ZB.1.2
348	KY241710	99.99	28527892	Singapore	Singapore	Asian	27/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-27	2016	Singapore	KY241710_Singapore_2016-08-27	no		5	11			KY241710	ZB.1.2
349	KY241711	99.99	28527892	Singapore	Singapore	Asian	29/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10764	2016-08-29	2016	Singapore	KY241711_Singapore_2016-08-29	no		5	11			KY241711	ZB.1.2
350	KY241713	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10765	2016-08-28	2016	Singapore	KY241713_Singapore_2016-08-28	yes	168	5	11	5	11	KY241713	ZB.1.2
351	KY241714	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10761	2016-08-28	2016	Singapore	KY241714_Singapore_2016-08-28	yes	169	5	11	5	11	KY241714	ZB.1.2
352	KY241715	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-28	2016	Singapore	KY241715_Singapore_2016-08-28	no		5	11			KY241715	ZB.1.2
353	KY241716	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-28	2016	Singapore	KY241716_Singapore_2016-08-28	yes	170	5	11	5	11	KY241716	ZB.1.2
354	KY241718	99.99	28527892	Singapore	Singapore	Asian	29/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-29	2016	Singapore	KY241718_Singapore_2016-08-29	no		5	11			KY241718	ZB.1.2
355	KY241719	99.99	28527892	Singapore	Singapore	Asian	29/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10764	2016-08-29	2016	Singapore	KY241719_Singapore_2016-08-29	no		5	11			KY241719	ZB.1.2
356	KY241720	99.99	28527892	Singapore	Singapore	Asian	29/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10768	2016-08-29	2016	Singapore	KY241720_Singapore_2016-08-29	yes	171	5	11	5	11	KY241720	ZB.1.2
357	KY241721	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-28	2016	Singapore	KY241721_Singapore_2016-08-28	yes	172	5	11	5	11	KY241721	ZB.1.2
358	KY241722	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-28	2016	Singapore	KY241722_Singapore_2016-08-28	yes	173	5	11	5	11	KY241722	ZB.1.2
359	KY241723	99.99	28527892	Singapore	Singapore	Asian	27/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-27	2016	Singapore	KY241723_Singapore_2016-08-27	no		5	11			KY241723	ZB.1.2
360	KY241724	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-28	2016	Singapore	KY241724_Singapore_2016-08-28	no		5	11			KY241724	ZB.1.2
361	KY241725	99.99	28527892	Singapore	Singapore	Asian	26/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-26	2016	Singapore	KY241725_Singapore_2016-08-26	yes	174	5	11	5	11	KY241725	ZB.1.2
362	KY241726	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10737	2016-08-28	2016	Singapore	KY241726_Singapore_2016-08-28	yes	175	5	11	5	11	KY241726	ZB.1.2
363	KY241727	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10738	2016-08-28	2016	Singapore	KY241727_Singapore_2016-08-28	yes	176	5	11	5	11	KY241727	ZB.1.2
364	KY241728	99.99	28527892	Singapore	Singapore	Asian	29/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-29	2016	Singapore	KY241728_Singapore_2016-08-29	no		5	11			KY241728	ZB.1.2
365	KY241730	99.99	28527892	Singapore	Singapore	Asian	27/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-27	2016	Singapore	KY241730_Singapore_2016-08-27	yes	177	5	11	5	11	KY241730	ZB.1.2
366	KY241731	99.99	28527892	Singapore	Singapore	Asian	30/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-30	2016	Singapore	KY241731_Singapore_2016-08-30	no		5	11			KY241731	ZB.1.2
367	KY241732	99.99	28527892	Singapore	Singapore	Asian	27/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-27	2016	Singapore	KY241732_Singapore_2016-08-27	no		5	11			KY241732	ZB.1.2
368	KY241733	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10763	2016-08-28	2016	Singapore	KY241733_Singapore_2016-08-28	yes	178	5	11	5	11	KY241733	ZB.1.2
369	KY241735	99.99	28527892	Singapore	Singapore	Asian	27/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-27	2016	Singapore	KY241735_Singapore_2016-08-27	no		5	11			KY241735	ZB.1.2
370	KY241736	99.99	28527892	Singapore	Singapore	Asian	29/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-29	2016	Singapore	KY241736_Singapore_2016-08-29	yes	180	5	11	5	11	KY241736	ZB.1.2
371	KY241737	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-28	2016	Singapore	KY241737_Singapore_2016-08-28	no		5	11			KY241737	ZB.1.2
372	KY241738	99.99	28527892	Singapore	Singapore	Asian	30/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10770	2016-08-30	2016	Singapore	KY241738_Singapore_2016-08-30	yes	181	5	11	5	11	KY241738	ZB.1.2
373	KY241739	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10764	2016-08-28	2016	Singapore	KY241739_Singapore_2016-08-28	no		5	11			KY241739	ZB.1.2
374	KY241740	99.99	28527892	Singapore	Singapore	Asian	29/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10763	2016-08-29	2016	Singapore	KY241740_Singapore_2016-08-29	yes	182	5	11	5	11	KY241740	ZB.1.2
375	KY241741	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10766	2016-08-28	2016	Singapore	KY241741_Singapore_2016-08-28	no		5	11			KY241741	ZB.1.2
376	KY241742	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10763	2016-08-28	2016	Singapore	KY241742_Singapore_2016-08-28	no		5	11			KY241742	ZB.1.2
377	KY241743	99.99	28527892	Singapore	Singapore	Asian	26/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10763	2016-08-26	2016	Singapore	KY241743_Singapore_2016-08-26	no		5	11			KY241743	ZB.1.2
378	KY241744	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10762	2016-08-28	2016	Singapore	KY241744_Singapore_2016-08-28	yes	183	5	11	5	11	KY241744	ZB.1.2
379	KY241745	99.99	28527892	Singapore	Singapore	Asian	30/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10763	2016-08-30	2016	Singapore	KY241745_Singapore_2016-08-30	no		5	11			KY241745	ZB.1.2
380	KY241746	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10763	2016-08-28	2016	Singapore	KY241746_Singapore_2016-08-28	no		5	11			KY241746	ZB.1.2
381	KY241747	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10763	2016-08-28	2016	Singapore	KY241747_Singapore_2016-08-28	no		5	11			KY241747	ZB.1.2
382	KY241748	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10739	2016-08-28	2016	Singapore	KY241748_Singapore_2016-08-28	no		5	11			KY241748	ZB.1.2
383	KY241749	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10763	2016-08-28	2016	Singapore	KY241749_Singapore_2016-08-28	yes	184	5	11	5	11	KY241749	ZB.1.2
384	KY241750	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10763	2016-08-28	2016	Singapore	KY241750_Singapore_2016-08-28	no		5	11			KY241750	ZB.1.2
385	KY241751	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10703	2016-08-28	2016	Singapore	KY241751_Singapore_2016-08-28	yes	185	5	11	5	11	KY241751	ZB.1.2
386	KY241752	99.99	28527892	Singapore	Singapore	Asian	28/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10763	2016-08-28	2016	Singapore	KY241752_Singapore_2016-08-28	no		5	11			KY241752	ZB.1.2
387	KY241753	99.99	28527892	Singapore	Singapore	Asian	26/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10763	2016-08-26	2016	Singapore	KY241753_Singapore_2016-08-26	no		5	11			KY241753	ZB.1.2
388	KY241754	99.99	28527892	Singapore	Singapore	Asian	07/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10758	2016-09-07	2016	Singapore	KY241754_Singapore_2016-09-07	yes	186	5	11	5	11	KY241754	ZB.1.2
389	KY241755	99.99	28527892	Singapore	Singapore	Asian	31/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10762	2016-08-31	2016	Singapore	KY241755_Singapore_2016-08-31	no		5	11			KY241755	ZB.1.2
390	KY241756	99.99	28527892	Singapore	Singapore	Asian	05/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10739	2016-09-05	2016	Singapore	KY241756_Singapore_2016-09-05	yes	187	5	11	5	11	KY241756	ZB.1.2
391	KY241757	99.99	28527892	Singapore	Singapore	Asian	12/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10767	2016-09-12	2016	Singapore	KY241757_Singapore_2016-09-12	no		5	11			KY241757	ZB.1.2
392	KY241758	99.99	28527892	Singapore	Singapore	Asian	30/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10756	2016-08-30	2016	Singapore	KY241758_Singapore_2016-08-30	no		5	11			KY241758	ZB.1.2
393	KY241759	99.99	28527892	Singapore	Singapore	Asian	02/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10766	2016-09-02	2016	Singapore	KY241759_Singapore_2016-09-02	no		5	11			KY241759	ZB.1.2
394	KY241760	99.99	28527892	Singapore	Singapore	Asian	13/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10755	2016-09-13	2016	Singapore	KY241760_Singapore_2016-09-13	no		5	11			KY241760	ZB.1.2
395	KY241761	99.99	28527892	Singapore	Singapore	Asian	03/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10755	2016-09-03	2016	Singapore	KY241761_Singapore_2016-09-03	no		5	11			KY241761	ZB.1.2
396	KY241762	99.99	28527892	Singapore	Singapore	Asian	30/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10767	2016-08-30	2016	Singapore	KY241762_Singapore_2016-08-30	no		5	11			KY241762	ZB.1.2
397	KY241763	99.99	28527892	Singapore	Singapore	Asian	02/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10764	2016-09-02	2016	Singapore	KY241763_Singapore_2016-09-02	no		5	11			KY241763	ZB.1.2
398	KY241764	99.99	28527892	Singapore	Singapore	Asian	31/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10767	2016-08-31	2016	Singapore	KY241764_Singapore_2016-08-31	no		5	11			KY241764	ZB.1.2
399	KY241765	99.99	28527892	Singapore	Singapore	Asian	30/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10767	2016-08-30	2016	Singapore	KY241765_Singapore_2016-08-30	no		5	11			KY241765	ZB.1.2
400	KY241768	99.99	28527892	Singapore	Singapore	Asian	31/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10767	2016-08-31	2016	Singapore	KY241768_Singapore_2016-08-31	no		5	11			KY241768	ZB.1.2
401	KY241770	99.99	28527892	Singapore	Singapore	Asian	30/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10767	2016-08-30	2016	Singapore	KY241770_Singapore_2016-08-30	no		5	11			KY241770	ZB.1.2
402	KY241771	99.99	28527892	Singapore	Singapore	Asian	02/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10755	2016-09-02	2016	Singapore	KY241771_Singapore_2016-09-02	no		5	11			KY241771	ZB.1.2
403	KY241772	99.99	28527892	Singapore	Singapore	Asian	30/08/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10767	2016-08-30	2016	Singapore	KY241772_Singapore_2016-08-30	no		5	11			KY241772	ZB.1.2
404	KY241773	99.99	28527892	Singapore	Singapore	Asian	07/09/2016	SG	AS	South-Eastern Asia	702	Human	Homo_sapiens	10767	2016-09-07	2016	Singapore	KY241773_Singapore_2016-09-07	yes	191	5	11	5	11	KY241773	ZB.1.2
405	KY241774	99.99	28527892	Singapore	Singapore	Asian	05/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_aegypti	10770	2016-09-05	2016	Singapore	KY241774_Singapore_2016-09-05	no		5	11			KY241774	ZB.1.2
406	KY241775	99.99	28527892	Singapore	Singapore	Asian	05/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_aegypti	10766	2016-09-05	2016	Singapore	KY241775_Singapore_2016-09-05	no		5	11			KY241775	ZB.1.2
407	KY241776	99.99	28527892	Singapore	Singapore	Asian	05/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_aegypti	10756	2016-09-05	2016	Singapore	KY241776_Singapore_2016-09-05	yes	192	5	11	5	11	KY241776	ZB.1.2
408	KY241777	99.99	28527892	Singapore	Singapore	Asian	06/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_aegypti	10757	2016-09-06	2016	Singapore	KY241777_Singapore_2016-09-06	yes	193	5	11	5	11	KY241777	ZB.1.2
409	KY241778	99.99	28527892	Singapore	Singapore	Asian	06/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_aegypti	10756	2016-09-06	2016	Singapore	KY241778_Singapore_2016-09-06	yes	194	5	11	5	11	KY241778	ZB.1.2
410	KY241779	99.99	28527892	Singapore	Singapore	Asian	06/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_aegypti	10765	2016-09-06	2016	Singapore	KY241779_Singapore_2016-09-06	yes	195	5	11	5	11	KY241779	ZB.1.2
411	KY241780	99.99	28527892	Singapore	Singapore	Asian	06/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_aegypti	10756	2016-09-06	2016	Singapore	KY241780_Singapore_2016-09-06	yes	196	5	11	5	11	KY241780	ZB.1.2
412	KY241781	99.99	28527892	Singapore	Singapore	Asian	06/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_aegypti	10756	2016-09-06	2016	Singapore	KY241781_Singapore_2016-09-06	yes	197	5	11	5	11	KY241781	ZB.1.2
413	KY241782	99.99	28527892	Singapore	Singapore	Asian	07/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_aegypti	10742	2016-09-07	2016	Singapore	KY241782_Singapore_2016-09-07	no		5	11			KY241782	ZB.1.2
414	KY241783	99.99	28527892	Singapore	Singapore	Asian	07/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_aegypti	10742	2016-09-07	2016	Singapore	KY241783_Singapore_2016-09-07	yes	198	5	11	5	11	KY241783	ZB.1.2
415	KY241784	99.99	28527892	Singapore	Singapore	Asian	08/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_aegypti	10755	2016-09-08	2016	Singapore	KY241784_Singapore_2016-09-08	no		5	11			KY241784	ZB.1.2
416	KY241785	99.99	28527892	Singapore	Singapore	Asian	05/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_albopictus	10765	2016-09-05	2016	Singapore	KY241785_Singapore_2016-09-05	no		5	11			KY241785	ZB.1.2
417	KY241786	99.99	28527892	Singapore	Singapore	Asian	06/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_albopictus	10762	2016-09-06	2016	Singapore	KY241786_Singapore_2016-09-06	no		5	11			KY241786	ZB.1.2
418	KY241787	99.99	28527892	Singapore	Singapore	Asian	07/09/2016	SG	AS	South-Eastern Asia	702	Mosquito	Aedes_aegypti	10770	2016-09-07	2016	Singapore	KY241787_Singapore_2016-09-07	yes	199	5	11	5	11	KY241787	ZB.1.2
419	KY272987	99.99	NA	Thailand	Thailand	Asian	30/08/2016	TH	AS	South-Eastern Asia	764	Human	Homo_sapiens	10807	2016-08-30	2016	Thailand	KY272987_Thailand_2016-08-30	yes	201	2	4	4	8	KY272987	ZB.1.1
420	KY272991	99.99	NA	Brazil	Brazil	Asian	12/02/2016	BR	SA	South America	76	Human	Homo_sapiens	10807	2016-02-12	2016	Brazil	KY272991_Brazil_2016-02-12	yes	202	1	1	1	2	KY272991	ZB.2.0
421	KY317936	99.99	28538739	Colombia	Colombia	Asian	16/01/2016	CO	SA	South America	170	Human	Homo_sapiens	10389	2016-01-16	2016	Colombia	KY317936_Colombia_2016-01-16	yes	203	1	1	1	2	KY317936	ZB.2.0
422	KY317937	99.99	28538739	Colombia	Colombia	Asian	07/01/2016	CO	SA	South America	170	Human	Homo_sapiens	10462	2016-01-07	2016	Colombia	KY317937_Colombia_2016-01-07	yes	204	1	1	1	2	KY317937	ZB.2.0
423	KY317938	99.99	28538739	Colombia	Colombia	Asian	10/01/2016	CO	SA	South America	170	Human	Homo_sapiens	10387	2016-01-10	2016	Colombia	KY317938_Colombia_2016-01-10	yes	205	1	1	1	2	KY317938	ZB.2.0
424	KY317940	99.99	28538739	Colombia	Colombia	Asian	09/01/2016	CO	SA	South America	170	Human	Homo_sapiens	10391	2016-01-09	2016	Colombia	KY317940_Colombia_2016-01-09	yes	207	1	1	1	2	KY317940	ZB.2.0
425	KY325464	99.99	28538723	USA:_Florida	USA	Asian	19/09/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10790	2016-09-19	2016	USA	KY325464_USA_2016-09-19	yes	208	1	2	2	4	KY325464	ZB.2.2
426	KY325465	99.99	28538723	USA:_Florida	USA	Asian	28/09/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10790	2016-09-28	2016	USA	KY325465_USA_2016-09-28	yes	209	1	1	1	1	KY325465	ZB.2.1
427	KY325468	99.99	28538723	USA:_Florida	USA	Asian	04/08/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10742	2016-08-04	2016	USA	KY325468_USA_2016-08-04	yes	211	1	2	2	3	KY325468	ZB.2.2
428	KY325469	99.99	28538723	USA:_Florida	USA	Asian	04/08/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10776	2016-08-04	2016	USA	KY325469_USA_2016-08-04	yes	212	1	2	2	3	KY325469	ZB.2.2
429	KY325472	99.99	28538723	USA:_Florida	USA	Asian	23/08/2016	US	NAM	Northern America	840	Human	Homo_sapiens	10783	2016-08-23	2016	USA	KY325472_USA_2016-08-23	yes	214	1	2	2	3	KY325472	ZB.2.2
